Country_Code,Country_Namr,Long_Name,Table_Name,Literacy.PC1,Hi.Degree.PC1,Hi.Degree.PC2,Hi.Degree.PC3,Hi.Degree.PC4,Schl.Yrs.PC1,Schl.Yrs.PC2,EG_ELC_ACCS_ZS,EN_POP_SLUM_UR_ZS,FB_ATM_TOTL_P5,IC_ELC_TIME,IC_FRM_ISOC_ZS,IC_TAX_TOTL_CP_ZS,IQ_WEF_PORT_XQ,SE_XPD_TOTL_GD_ZS,SL_EMP_TOTL_SP_ZS,SL_TLF_SECO_ZS,SL_TLF_TOTL_IN,TM_TAX_MANF_SM_FN_ZS,UIS_PTRHC_2,UIS_PTRHC_3,UIS_PTRHC_56,Cluster
ARG,Argentina,Argentine Republic,Argentina,61.8770365544444,-8.61725575665618e-02,1.11208569872403,1.77499905232744,0.176069178749145,2.77086317761177,-0.770103947948308,99.8,16.7,59.44995441,92,18.2,137.4,3.828925581,5.3441,55.90000153,40,19540451,15.31,14.09969,8.02675,16.77677,1
BOL,Bolivia,Plurinational State of Bolivia,Bolivia,58.6006774563339,0.213948053017777,-0.126299686707221,-0.507314419418238,6.57341309349076e-03,-1.04154571665363,1.01120548925349,90.5,43.5,34.711929,42,22.3,83.7,2.078424962,7.03755,70.59999847,38.09999847,5145858,11.65,16.53544,19.4118,22.47714,1
BRA,Brazil,Federative Republic of Brazil,Brazil,54.7014403187182,-0.285004190976143,0.813546465820705,1.23718937444841,-7.15169494420354e-02,-0.745792609998214,0.356691369787655,99.5,22.3,129.2533223,43.6,13.1,69.2,2.705457549,5.91432,65,36,109842906,15.23,18.45293,15.73995,19.93826,1
BWA,Botswana,Republic of Botswana,Botswana,48.4348350674713,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,0.82709294205109,2.06210785589108,53.24,59.2,30.28354068,77,21.3,25.1,2.715542638,9.63293,62.79999924,17.5,1155963,8.08,0,0,18.63335,1
CHN,China,"People's Republic of China",China,60.2741390284336,2.76779752923313e-02,0.99933888346458,2.60814962866834,0.150534168153018,-1.20912179097266,0.826530187438297,100,25.2,55.03088811,143.2,53.4,67.8,4.548804854,1.89593,68,0,806498521,9.02,13.42238,17.50026,19.48791,1
COL,Colombia,Republic of Colombia,Colombia,56.9461336098851,0.467469363525323,0.161259185579567,0.676009742878897,-1.0582281400228,1.08301047241585,1.07521326345711,97,13.1,40.56807911,102,20.8,69.7,3.64999392,4.6708,60.70000076,42.59999847,24290685,4.87,26.27563,21.90267,17.35012,1
CRI,Costa Rica,Republic of Costa Rica,Costa Rica,61.499300710039,0.219589824814376,1.43062906682577,0.777053785060996,0.430051606152228,0.113379911075826,-0.302369391524537,99.5,5.5,77.11152043,45,13.3,58,3.137591084,4.89459,57.79999924,21.79999924,2316957,4.57,14.40018,14.28597,11.86698,1
DOM,Dominican Republic,Dominican Republic,Dominican Republic,52.5466121417857,-0.503800949219926,0.617970398026195,0.737931364719922,-0.206359348093337,-0.557290600249504,0.375153173877205,98,12.1,33.40007477,82,11.8,42.4,4.518985402,2.05124,55.09999847,34.20000076,4710194,6.22,24.46519,19.85137,26.20872,1
DZA,Algeria,"People's Democratic Republic of Algeria",Algeria,35.5004175573389,-2.09163547993488,1.83015171198843e-02,1.28601604932939,0.322627497250366,-4.1157139324727,1.74541913500251,100,11.8,7.288244392,180,5,72.7,2.988973396,4.33702,40,21.5,12355028,18.2,17.80495,16.15822,23.77774,1
ECU,Ecuador,Republic of Ecuador,Ecuador,56.8786044310061,-4.97516763798027e-02,0.542284171142535,1.35562437019381,0.814392093167227,-1.28208305161397,0.384197799743285,97.2,36,40.57754557,74,9.7,33,4.839285851,4.18002,65.59999847,29,7720071,9.27,15.13735,26.23663,14.54677,1
EGY,"Egypt, Arab Rep.",Arab Republic of Egypt,"Egypt, Arab Rep.",26.6560405338229,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-3.34923837699623,1.59052732165587,100,10.6,12.66749196,64,8.6,45,4.327892739,3.76083,42.79999924,37.5,29596846,10.04,16.76445,8.82194,25.09249,1
FJI,Fiji,Republic of Fiji,Fiji,-179.861720541374,1.79500557481591e-02,1.22824821405579,0.977839448898601,0.260806577085449,2.66639947266558,1.35221325012104,59.32891,0,44.49419913,81,22.8,31.1,0,4.22044,50.59999847,0,347161,9.9,26.24225,13.34818,28.54874,1
GAB,Gabon,Gabonese Republic,Gabon,31.2180836557389,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-0.42627935074729,1.91898157939766,89.3,37,14.3905458,148,18.6,45.7,3.174314548,3.82709,49,0,645573,17.27,0,0,12.77436,1
GHA,Ghana,Republic of Ghana,Ghana,25.0661711676681,-0.774504690239035,0.987638686288419,0.809525224122362,0.478116601043796,-2.68901700065125,0.528765078105284,64.06256,37.9,8.19539136,79,9.2,32.7,3.503800139,5.93355,67.80000305,17.39999962,11372106,12.34,15.3958,19.50429,29.61281,1
GTM,Guatemala,Republic of Guatemala,Guatemala,31.7679818467723,-1.66038050526903,-0.169045087659556,0.681917772717052,7.62827318492823e-02,-5.83790955915831,-0.788411983069959,78.5,34.5,35.84024278,39,11.9,37.5,3.879777871,2.84226,65.90000153,18.70000076,6827724,4.9,14.25009,10.41592,27.70617,1
GUY,Guyana,Co-operative Republic of Guyana,Guyana,44.1796841295943,-1.36810309019838,0.294824589428075,1.68201856541119,0.20596093597389,1.25284395040744,0.126675673446627,79.46677,33.1,19.04754575,109,29.5,32.3,3.621834209,3.19404,54.5,38.20000076,328686,8.88,19.57958,21.7405,13.10207,1
HND,Honduras,Republic of Honduras,Honduras,47.6068947047666,-1.56692413190845,0.363489531349862,0.888920318149684,0.415010946562658,-3.46224355059381,6.75268457234219e-02,82.2,27.5,24.64045897,39,16.3,44.3,4.62820501,5.87493,60.40000153,23.89999962,3373490,5.01,9.52825,7.40113,19.93308,1
IDN,Indonesia,Republic of Indonesia,Indonesia,56.3638464884631,-0.84719349325195,0.704036105969045,1.67793282549987,0.240682954457144,-1.68197203643315,0.989260137710545,96,21.8,49.62922175,79,2.9,29.7,3.812931974,3.36659,63.5,26.60000038,124061112,7.23,14.39243,16.85029,27.04396,1
IND,India,Republic of India,India,18.0859922262198,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-4.79635964360115,1.08193411433953,78.7,24,18.07498434,90.1,27.5,60.6,4.207172308,3.8256,52.20000076,18.39999962,496960163,9.23,29.76622,32.05593,21.53122,1
IRN,"Iran, Islamic Rep.",Islamic Republic of Iran,"Iran, Islamic Rep.",47.0409829745658,1.02715539822533,-0.332204813149371,0.828506004138597,0.728026481925754,2.34174959084472e-03,1.72018639949604,100,30.3,56.58696918,77,0,44.1,3.904708967,3.06152,39.59999847,25.29999924,27133460,28.25,16.05594,18.46739,16.2704,1
IRQ,Iraq,Republic of Iraq,Iraq,17.5501776194668,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-4.07805742752358,1.67695985166281,100,47.2,1.487679508,77,4.2,27.8,0,3.5515,35.40000153,0,8686537,0,18.83668,18.68712,22.09495,1
JAM,Jamaica,Jamaica,Jamaica,46.9729747850933,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,2.91574003677327,0.616007627055687,92.63344,60.5,32.50030884,95,16.5,35.2,4.65090092,5.98413,55,0,1306181,5.45,19.36813,19.30821,22.81106,1
JOR,Jordan,Hashemite Kingdom of Jordan,Jordan,60.0258444726628,0.81805005244826,1.99163916737673,0.178860627271134,0.580651210530621,0.517714604003741,2.24953955325274,99.5,12.9,32.49915078,50,6.8,29.5,3.995273429,4.94514,37.20000076,22.39999962,1771679,9.14,19.93281,11.86462,24.63368,1
LBY,Libya,"Socialist People's Libyan Arab Jamahiriya",Libya,54.1843928393184,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-1.53920336139168,3.40892575385913,100,35.2,3.961501695,118,0,32.8,2.6,2.26417,42.59999847,0,2324217,0,0,4.77599,23.87041,1
LKA,Sri Lanka,Democratic Socialist Republic of Sri Lanka,Sri Lanka,54.6185926283494,-0.489736583626004,1.76362286605575,0.234563748212202,1.1720035886067,3.19896443792979,1.3486754685577,88.66256,24.8,17.05897531,100,9.1,55.2,4.275085791,1.72398,52.40000153,16,8576325,6.68,16.50786,18.16489,45.2221,1
MAR,Morocco,Kingdom of Morocco,Morocco,25.5562541709092,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-6.43237530925176,0.436790189209863,100,13.1,25.82532288,57,18.2,49.1,4.777542232,5.3758,45.5,11.60000038,12498273,9.1,19.92836,17.8864,21.38427,1
MDV,Maldives,Republic of Maldives,Maldives,63.9155256087578,-2.3135931728963,-1.96794791839114e-02,0.654599741512285,0.482218845319465,-5.64894793410787,2.4703730945183,100,0,31.00072732,91,0,30.2,0,5.16456,59.40000153,0,195149,20.6,5.79197,8.37785,1.87179,1
MEX,Mexico,United Mexican States,Mexico,56.732648399476,0.356564232114869,0.114186103600972,1.27662384583403,0.685058604194215,0.279243603894433,1.39372881285554,99.1,11.1,48.99324553,78.9,24,51.7,4.306431712,5.1462,58.59999847,45,55561477,7.56,19.00555,15.84233,9.236,1
MNG,Mongolia,Mongolia,Mongolia,61.263662168628,3.13063369641462,0.531533694846643,-0.584043070772464,1.19433047500613,1.72868706353101,-0.223496074502375,89.76256,42.7,58.77598649,79,15.9,24.4,1.388599312,4.60903,60.29999924,24.29999924,1328054,4.95,21.08535,19.4939,19.71697,1
MYS,Malaysia,Malaysia,Malaysia,56.6383116095688,0.305917661682365,1.33377127167818,1.43762070664475,0.149592357054085,2.19515116641241,3.45364184045223,100,0,51.90798746,32,54.1,40,5.565850905,6.29209,58.40000153,43.59999847,13300027,8.32,17.17389,17.62781,16.17493,1
NAM,Namibia,Republic of Namibia,Namibia,30.6109891059005,-1.69887548816349,0.215293344833321,0.775568014377802,0.302091696208965,-3.111167593519,-0.873042024877718,47.26256,33.2,53.68179177,37,8.3,21.3,5.178322257,8.3505,48.40000153,23.39999962,901859,8.08,24.6368,20.86442,16.36794,1
NIC,Nicaragua,Republic of Nicaragua,Nicaragua,33.8676839640482,-3.1246465259864,-1.00955732105774,-0.8330274923412,-0.173923366830453,-3.16312816049802,0.352273679423055,77.9,45.5,11.37917247,55,15.5,63.9,2.838179278,4.49311,60.29999924,34.79999924,2657353,4.86,29.33434,34.71449,15.32962,1
PAK,Pakistan,Islamic Republic of Pakistan,Pakistan,-15.7683594872737,-0.781239530750254,-0.920395159830429,0.344933943124307,0.22354511521137,-6.68131620721493,-0.373686440121383,93.6,45.5,7.325158128,178.3,35.8,32.6,4.079903429,2.45459,51.70000076,11.60000038,65361409,14.07,17.70858,21.67129,22.04657,1
PER,Peru,Republic of Peru,Peru,57.0432169879473,0.420323888299697,-0.03826010050857,1.03909980023303,-2.70586536239401,0.461584422690559,0.795488229769646,91.2,34.2,55.48117828,67,14.2,35.9,3.646103884,3.657,73.09999847,19.5,16973529,3.56,21.62195,21.64383,14.80908,1
PHL,Philippines,Republic of the Philippines,Philippines,58.0306039316202,1.81473118836997,0.627534571989681,-0.207000537344941,-0.528452307719156,0.199436957366942,0.441590016793028,87.5,38.3,23.6813305,42,15.7,42.9,3.22093564,2.65295,60.59999847,73.30000305,43807158,5.97,38.96365,25.22192,21.27349,1
PRY,Paraguay,Republic of Paraguay,Paraguay,58.4833784914543,-0.969854159694813,0.597950305341476,1.2096982664643,0.214855222400243,-1.0370902709195,8.84440772652936e-03,98.2,17.6,23.33701913,67,15,35,3.067801673,4.96304,67.19999695,25.10000038,3202754,10.56,19.10035,17.61386,0,1
SLV,El Salvador,Republic of El Salvador,El Salvador,48.2446826816454,-1.03797949044089,0.418333215962911,0.544060830059236,-7.72419082864399e-04,-1.04554774896438,-0.190969223003816,93.7,28.9,33.1150929,61,14.5,38.7,4.014181998,3.41749,58.40000153,13.69999981,2749893,5,45.60774,29.08626,18.9254,1
SYR,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,43.9675443260379,-1.09784665079886,0.929758503168371,1.17172377981944,0.792379980526446,-3.65146151848451,0.609606847385305,96.26256,19.3,7.423981817,71,0,42.7,3.4,5.13014,38.90000153,19.79999924,6104352,16.3,16.64287,8.46774,52.38976,1
THA,Thailand,Kingdom of Thailand,Thailand,58.8274943590886,-0.795262518591184,0.708593353855803,0.58182913994157,0.258434400727236,-0.826751771484935,2.60788793814862,100,25,111.9143573,37,39,27.5,4.490343081,4.92835,71.5,19.5,40055849,8.84,20.87792,17.82866,20.43101,1
TON,Tonga,Kingdom of Tonga,Tonga,63.6466795711853,0.944293350769222,1.66042637060592,0.972614967416661,6.47311950794294e-03,4.70648958012684,0.477268917387665,95.86256,0,27.21499849,42,7.8,30.1,0,3.89872,0,0,42390,11.71,15.26935,13.32036,5.1068,1
TUN,Tunisia,Republic of Tunisia,Tunisia,40.6264764533174,-1.72628713907482,0.189849197395849,0.527999543283457,0.327061703174277,-2.72597833470481,2.583583990127,100,8,23.34835359,65,16.8,59.9,3.564477007,6.22349,41.29999924,37.90000153,4023313,19,15.14807,11.8281,14.5336,1
TUR,Turkey,Republic of Turkey,Turkey,58.1333841194218,5.86507161347179e-02,0.2743536152868,1.70367410782052,0.70536005063536,-2.60533232726462,0.603268290227896,100,11.9,77.08147112,63,32.4,40.9,4.488519844,2.86247,44.79999924,20.29999924,27778482,4.36,20.63689,19.59875,38.08324,1
URY,Uruguay,Oriental Republic of Uruguay,Uruguay,61.8066581470717,0.169326498880801,0.441114411447881,2.21364017047335,0.486369800777321,0.856553618859879,-0.837897301999523,99.5,0,51.96796951,48,10.8,41.8,4.698681604,4.35527,61.20000076,26.89999962,1763727,11.2,10.1362,13.78374,9.85301,1
VEN,"Venezuela, RB",República Bolivariana de Venezuela,"Venezuela, RB",56.6364218433167,0.332962835214279,1.34811764980576e-02,-0.12438769140204,-6.08883521731075e-02,0.171164208562589,0.859070791387184,100,32,43.65658446,178,25.9,65,2.554572707,6.87468,59.5,25.5,14304546,12.9,8.77154,6.6364,12.87448,1
VNM,Vietnam,Socialist Republic of Vietnam,Vietnam,56.0171734123075,-0.724333330881658,1.24144193470649,1.23914818071971,0.801978218661716,-1.58401074865902,-2.10187524397157,99,27.2,23.59304334,59,16.7,39.4,3.913816844,6.30311,75.90000153,0,54206654,8.7,15.62477,27.6063,29.37942,1
ZWE,Zimbabwe,Republic of Zimbabwe,Zimbabwe,38.4957828976459,-1.07542073392737,0.810201062579277,2.29755196027104,0.686827891638189,-2.18465067268516,0.649075824630944,40.46256,25.1,5.296573319,106,18,32.8,3.244776683,1.9661,82,0,7721545,13.09,0,0,16.99747,1
AUS,Australia,Commonwealth of Australia,Australia,-179.861720541374,4.27710833661059,-1.96652763983385,-1.57601451770673,0.619904548342828,6.07105769832387,-0.664410848359401,100,0,160.7520453,75,0,47.6,4.986503444,4.90641,61.20000076,38.90000153,12420090,3.29,0,0,27.47249,2
AUT,Austria,Republic of Austria,Austria,-140.349754408812,0.575444774842621,0.368700697963509,-1.32536887838686,-2.19862711934118,2.67429099121506,-1.39441678297092,100,0,119.4389744,23,0,51.7,4.017461786,5.45065,57.90000153,53.79999924,4468626,4.05,8.16027,11.63756,7.28747,2
BEL,Belgium,Kingdom of Belgium,Belgium,-179.861720541374,4.57412120374135,-2.80218908673641,4.01090830552796e-02,2.26339523248617,4.77266135490866,-0.506682862092341,100,0,93.90762454,88,0,58.4,6.308197974,6.36516,48.79999924,39,4975258,4.05,9.22585,9.57712,16.34012,2
BRB,Barbados,Barbados,Barbados,-179.861720541374,-2.04007096560356e-03,1.78330887921475,1.2962767939533,0.824012514136616,2.93889299165541,-0.651319900150755,90.87544,0,42.60446701,87,18.3,34.7,5.3,6.71179,62.59999847,65.19999695,162318,9.14,0,0,14.51018,2
CAN,Canada,Canada,Canada,-179.861720541374,2.05256353277244,2.66593130168623,-4.05446377492757,0.603820673832202,7.53700452669387,-0.692402992405774,100,0,222.2742686,137,0,21.1,5.458973778,5.27246,61.5,38.20000076,19726591,2.51,19.02609,12.19469,9.08142,2
CHE,Switzerland,Switzerland,Switzerland,-179.861720541374,2.20631117917593,2.02734653040737,-2.01951523962612,-0.332743443644841,8.29332130159363,-2.18142005793689,100,0,97.52859429,39,0,28.8,4.622662931,5.04805,65,47.59999847,4752879,0,8.17844,10.65232,5.8358,2
CZE,Czech Republic,Czech Republic,Czech Republic,-179.861720541374,2.23224142021028,1.42426997802924,6.76499087569415e-02,-1.21463177980539,8.05925267707913,-2.20227576439388,100,0,49.79900876,110,40.9,50.4,3.603684416,4.26371,55.90000153,72.90000153,5341662,4.05,11.26948,11.79291,26.02222,2
DEU,Germany,Federal Republic of Germany,Germany,-179.861720541374,2.49521986925396,0.81152895019145,0.197080071795969,-3.39025023485742,7.23061302125315,-2.07491270382018,100,0,118.1869095,28,0,48.8,5.609588206,4.94831,56.90000153,59.70000076,42207318,4.05,11.75844,14.33652,7.51864,2
DNK,Denmark,Kingdom of Denmark,Denmark,-179.861720541374,2.05801843733365,0.172563523010456,-0.475941944712848,-4.20804404303327,5.56775468833562,-0.657002866224893,100,0,54.28569379,38,0,24.5,5.759602588,8.5471,58.29999924,42.29999924,2917925,4.05,10.04251,10.06155,17.68573,2
EST,Estonia,Republic of Estonia,Estonia,64.8062618826572,0.612688571765934,3.04989847407207,-5.2319639582726,1.89965884078929,7.32028081116751,-1.95763584882717,100,0,76.81975404,91,28.7,49.4,5.547498771,4.79262,57.29999924,51.70000076,687168,4.05,7.91304,8.26007,10.74017,2
FIN,Finland,Republic of Finland,Finland,-179.861720541374,2.96620603871485,-4.16258310451635,-1.11820892970755,0.422235817376848,6.42739359931359,-1.12474377766011,100,0,35.86609314,42,0,37.9,6.361369204,7.19254,54.29999924,46.40000153,2714587,4.05,9.02802,15.99444,18.9193,2
FRA,France,French Republic,France,-179.861720541374,1.71154485396949,1.88503211131506,0.461008983599919,-0.173238801260887,4.78268895078738,0.20547927913063,100,0,108.048267,71,0,62.7,5.280860484,5.53344,50.20000076,45.09999847,30057382,4.05,14.67706,11.22372,21.28925,2
GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,United Kingdom,-179.861720541374,3.53041496311837,-2.75062896693655,-0.144280585477542,0.327866671022851,6.95598825600872,-2.30781606607749e-03,100,0,129.7634366,79,0,32,5.67227357,5.72,58.20000076,41.90000153,32994128,4.05,16.2881,15.63258,16.42327,2
HKG,"Hong Kong SAR, China","Hong Kong Special Administrative Region of the People's Republic of China","Hong Kong SAR, China",-179.861720541374,1.23127454307715,1.79131922339453,0.459045610248056,7.30519077997279e-02,5.01852663584848,3.15226899088098,100,0,49.77183612,28,0,22.8,6.352012687,3.57196,56.79999924,48.5,3745415,0,17.756,0,14.97417,2
IRL,Ireland,Ireland,Ireland,-179.861720541374,2.98213356459824,-1.42324257453993,-0.883387502948314,1.31631110873665,6.57390625702955,-3.12523638554916e-02,100,0,84.76546607,85,17.2,25.9,5.326941565,5.84453,53.40000153,38.59999847,2184332,4.05,0,0,15.38655,2
ISL,Iceland,Republic of Iceland,Iceland,-179.861720541374,1.32521082843169,1.7729625967132,-0.889667969455936,-8.06664893227105e-02,5.08286757152181,1.35363601498197,100,0,71.52865079,22,0,29.6,5.976981395,7.03659,70.09999847,36.79999924,192535,2.55,0,12.45239,8.71305,2
JPN,Japan,Japan,Japan,-179.861720541374,0.674371473810036,1.11039051069549,-0.939579154815521,-0.554515332831833,6.60000688846137,0.314386165333416,100,0,127.4960674,97.7,0,51.3,5.400942233,3.81849,56.90000153,47.70000076,65302348,2.5,12.96262,10.5074,7.12377,2
KOR,"Korea, Rep.",Republic of Korea,"Korea, Rep.",-179.861720541374,3.28765769013023,-1.34834525312328,3.07598051090283e-02,-0.491901720169043,5.89190716037028,3.00241456692911,100,0,290.6606232,18,17.6,33.2,5.234806204,4.61823,58.79999924,42,26356229,7.36,16.78315,14.63593,14.66233,2
LTU,Lithuania,Republic of Lithuania,Lithuania,64.7259524595177,4.00266643553215,1.15994095220037,-1.86907276273937,0.898603106208281,5.01214843862104,-0.918520522780462,100,0,51.69088142,95,18,42.6,4.854908751,17.69513,54.29999924,55,1537729,4.05,7.81534,8.81443,11.71386,2
LUX,Luxembourg,Grand Duchy of Luxembourg,Luxembourg,-179.861720541374,0.552096129006459,2.78141175836411,-4.3982778697597,1.5885989832853,4.76846005246031,-0.885940715899449,100,0,106.2910879,56,0,20.1,4.682100181,3.60224,53.90000153,34.70000076,266117,4.05,10.00701,6.57126,3.75849,2
NLD,Netherlands,Kingdom of the Netherlands,Netherlands,-179.861720541374,4.38437819705978,-2.28397782389986,0.233549730979121,1.37782716379311,5.79558139212776,-0.936866268424046,100,0,50.57684678,110,0,41,6.766418773,5.51428,59.70000076,42.40000153,9019299,4.05,13.55298,14.76096,13.35461,2
NOR,Norway,Kingdom of Norway,Norway,-179.861720541374,2.55364895580079,2.22343681194202,-0.618254116134841,-0.431228815554692,6.3870523082475,-1.9107559995127,100,0,48.6231152,66,0,39.5,5.532298957,7.37183,62.59999847,41.09999847,2726992,0.65,8.53176,7.30524,10.45972,2
NZL,New Zealand,New Zealand,New Zealand,-179.861720541374,1.08664083511461,2.13191386149881,-2.83532266640218,0.578000955913637,5.44363246358243,-1.00652309603043,100,0,70.73822573,58,0,34.3,5.466629383,7.25271,63.90000153,41.20000076,2433510,2.43,14.8457,13.92247,17.15687,2
SWE,Sweden,Kingdom of Sweden,Sweden,-179.861720541374,4.94735766445308,-3.03206575461364,-0.121858156492579,1.13141843734765,6.49205521590587,-1.426623269608,100,0,40.24318317,52,39.1,49.1,5.620067571,7.65619,58.90000153,47.20000076,5146596,4.05,9.49987,9.54331,13.98772,2
